Year,Season,NOC,id_athlete,Name,Event,Sport,Medal
1896,Summer,AUS,35698,"Edwin Harold ""Teddy"" Flack",Tennis Men's Doubles,Tennis,Bronze
1896,Summer,AUS,35698,"Edwin Harold ""Teddy"" Flack",Athletics Men's 800 metres,Athletics,Gold
1896,Summer,AUS,35698,"Edwin Harold ""Teddy"" Flack","Athletics Men's 1,500 metres",Athletics,Gold
1896,Summer,AUT,48195,Otto Herschmann,Swimming Men's 100 metres Freestyle,Swimming,Silver
1896,Summer,AUT,85477,Paul Neumann (-Newman),Swimming Men's 500 metres Freestyle,Swimming,Gold
1896,Summer,AUT,107006,Felix Adolf Schmal,Cycling Men's 333 metres Time Trial,Cycling,Bronze
1896,Summer,AUT,107006,Felix Adolf Schmal,"Cycling Men's 10,000 metres",Cycling,Bronze
1896,Summer,AUT,107006,Felix Adolf Schmal,Cycling Men's 12-Hours Race,Cycling,Gold
1896,Summer,DEN,54456,Alexander Viggo Jensen,"Weightlifting Men's Unlimited, One Hand",Weightlifting,Silver
1896,Summer,DEN,54456,Alexander Viggo Jensen,"Weightlifting Men's Unlimited, Two Hands",Weightlifting,Gold
1896,Summer,DEN,54456,Alexander Viggo Jensen,"Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Bronze
1896,Summer,DEN,85988,Holger Louis Nielsen,"Shooting Men's Free Pistol, 30 metres",Shooting,Silver
1896,Summer,DEN,85988,Holger Louis Nielsen,"Fencing Men's Sabre, Individual",Fencing,Bronze
1896,Summer,DEN,85988,Holger Louis Nielsen,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Shooting,Bronze
1896,Summer,FRA,17492,Eugne Henri Callot,"Fencing Men's Foil, Individual",Fencing,Silver
1896,Summer,FRA,35708,Marie Lon Flameng,Cycling Men's Sprint,Cycling,Bronze
1896,Summer,FRA,35708,Marie Lon Flameng,"Cycling Men's 10,000 metres",Cycling,Silver
1896,Summer,FRA,35708,Marie Lon Flameng,Cycling Men's 100 kilometres,Cycling,Gold
1896,Summer,FRA,42499,Eugne Henry Gravelotte,"Fencing Men's Foil, Individual",Fencing,Gold
1896,Summer,FRA,68911,Albin Georges Lermusiaux,"Athletics Men's 1,500 metres",Athletics,Bronze
1896,Summer,FRA,76252,Paul Michel Pierre Adrien Masson (-Nossam),Cycling Men's Sprint,Cycling,Gold
1896,Summer,FRA,76252,Paul Michel Pierre Adrien Masson (-Nossam),Cycling Men's 333 metres Time Trial,Cycling,Gold
1896,Summer,FRA,76252,Paul Michel Pierre Adrien Masson (-Nossam),"Cycling Men's 10,000 metres",Cycling,Gold
1896,Summer,FRA,93575,Joanni Maurice Perronet,"Fencing Men's Foil, Masters, Individual",Fencing,Silver
1896,Summer,FRA,122526,Pierre Alexandre Tuffri,Athletics Men's Triple Jump,Athletics,Silver
1896,Summer,GBR,8620,Edward Battel,"Cycling Men's Road Race, Individual",Cycling,Bronze
1896,Summer,GBR,12929,John Mary Pius Boland,Tennis Men's Singles,Tennis,Gold
1896,Summer,GBR,12929,John Mary Pius Boland,Tennis Men's Doubles,Tennis,Gold
1896,Summer,GBR,32330,Launceston Elliot,"Weightlifting Men's Unlimited, One Hand",Weightlifting,Gold
1896,Summer,GBR,32330,Launceston Elliot,"Weightlifting Men's Unlimited, Two Hands",Weightlifting,Silver
1896,Summer,GBR,40851,Charles Henry Stuart Gmelin,Athletics Men's 400 metres,Athletics,Bronze
1896,Summer,GBR,42069,Grantley Thomas Smart Goulding,Athletics Men's 110 metres Hurdles,Athletics,Silver
1896,Summer,GBR,58394,Frederick Keeping,Cycling Men's 12-Hours Race,Cycling,Silver
1896,Summer,GBR,101352,George Stuart Robertson,Tennis Men's Doubles,Tennis,Bronze
1896,Summer,GER,12563,Conrad Helmut Fritz Bcker,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,12563,Conrad Helmut Fritz Bcker,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,35740,Alfred Flatow,Gymnastics Men's Parallel Bars,Gymnastics,Gold
1896,Summer,GER,35740,Alfred Flatow,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,35740,Alfred Flatow,Gymnastics Men's Horizontal Bar,Gymnastics,Silver
1896,Summer,GER,35740,Alfred Flatow,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,35741,Gustav Felix Flatow,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,35741,Gustav Felix Flatow,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,40985,Anton Gdrich,"Cycling Men's Road Race, Individual",Cycling,Silver
1896,Summer,GER,48633,Georg Otto Hilmar,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,48633,Georg Otto Hilmar,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,49185,Fritz Hofmann,Athletics Men's 100 metres,Athletics,Silver
1896,Summer,GER,49185,Fritz Hofmann,Gymnastics Men's Rope Climbing,Gymnastics,Bronze
1896,Summer,GER,74612,Julius Carl Fritz Manteuffel,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,74612,Julius Carl Fritz Manteuffel,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,85456,Karl Neukirch,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,85456,Karl Neukirch,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,102806,Richard Rstel,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,102806,Richard Rstel,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,107607,Fritz Richard Gustav Schuft,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,107607,Fritz Richard Gustav Schuft,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,107613,Carl Schuhmann,Gymnastics Men's Horse Vault,Gymnastics,Gold
1896,Summer,GER,107613,Carl Schuhmann,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,107613,Carl Schuhmann,"Wrestling Men's Unlimited Class, Greco-Roman",Wrestling,Gold
1896,Summer,GER,107613,Carl Schuhmann,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,121713,"Friedrich Adolf ""Fritz"" Traun",Tennis Men's Doubles,Tennis,Gold
1896,Summer,GER,129377,Hermann Otto Ludwig Weingrtner,Gymnastics Men's Horse Vault,Gymnastics,Bronze
1896,Summer,GER,129377,Hermann Otto Ludwig Weingrtner,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Gold
1896,Summer,GER,129377,Hermann Otto Ludwig Weingrtner,Gymnastics Men's Horizontal Bar,Gymnastics,Gold
1896,Summer,GER,129377,Hermann Otto Ludwig Weingrtner,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Gold
1896,Summer,GER,129377,Hermann Otto Ludwig Weingrtner,Gymnastics Men's Rings,Gymnastics,Silver
1896,Summer,GER,129377,Hermann Otto Ludwig Weingrtner,Gymnastics Men's Pommelled Horse,Gymnastics,Silver
1896,Summer,GRE,4116,Ioannis Andreou,"Swimming Men's 1,200 metres Freestyle",Swimming,Silver
1896,Summer,GRE,4189,Nikolaos Andriakopoulos,Gymnastics Men's Rope Climbing,Gymnastics,Gold
1896,Summer,GRE,18785,Demetrius Emmanuel Casdagli,Tennis Men's Singles,Tennis,Silver
1896,Summer,GRE,18785,Demetrius Emmanuel Casdagli,Tennis Men's Doubles,Tennis,Silver
1896,Summer,GRE,25072,Evangelos Damaskos,Athletics Men's Pole Vault,Athletics,Bronze
1896,Summer,GRE,29467,Nikolaos Dorakis,"Shooting Men's Military Pistol, 25 metres",Shooting,Bronze
1896,Summer,GRE,30049,Dimitrios Drivas,Swimming Men's 100 metres Freestyle For Sailors,Swimming,Bronze
1896,Summer,GRE,36739,Ioannis Frangoudis,"Shooting Men's Free Pistol, 30 metres",Shooting,Bronze
1896,Summer,GRE,36739,Ioannis Frangoudis,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Shooting,Gold
1896,Summer,GRE,36739,Ioannis Frangoudis,"Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Silver
1896,Summer,GRE,39588,Ioannis Georgiadis,"Fencing Men's Sabre, Individual",Fencing,Gold
1896,Summer,GRE,41160,Dimitrios P. Golemis,Athletics Men's 800 metres,Athletics,Bronze
1896,Summer,GRE,42102,Miltiadis Gouskos,Athletics Men's Shot Put,Athletics,Silver
1896,Summer,GRE,57436,Tilemakhos Karakalos,"Fencing Men's Sabre, Individual",Fencing,Silver
1896,Summer,GRE,57486,Pantelis Karasevdas,"Shooting Men's Military Rifle, 200 metres",Shooting,Gold
1896,Summer,GRE,57767,Filippos Karvelas,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Bronze
1896,Summer,GRE,59266,"Spyridon P. ""Spyros"" Khazapis",Swimming Men's 100 metres Freestyle For Sailors,Swimming,Silver
1896,Summer,GRE,59374,Efstathios Khorafas,Swimming Men's 500 metres Freestyle,Swimming,Bronze
1896,Summer,GRE,59429,Stefanos Khristopoulos,"Wrestling Men's Unlimited Class, Greco-Roman",Wrestling,Bronze
1896,Summer,GRE,62185,Georgios Koletis,Cycling Men's 100 kilometres,Cycling,Silver
1896,Summer,GRE,62552,Aristidis Konstantinidis,"Cycling Men's Road Race, Individual",Cycling,Gold
1896,Summer,GRE,71674,"Spyridon ""Spyros"" Louis",Athletics Men's Marathon,Athletics,Gold
1896,Summer,GRE,71691,Dimitrios Loundras,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Bronze
1896,Summer,GRE,74168,Ioannis Malokinis,Swimming Men's 100 metres Freestyle For Sailors,Swimming,Gold
1896,Summer,GRE,80474,Ioannis Mitropoulos,Gymnastics Men's Rings,Gymnastics,Gold
1896,Summer,GRE,86277,Alexandros Nikolopoulos,"Weightlifting Men's Unlimited, One Hand",Weightlifting,Bronze
1896,Summer,GRE,86280,Stamatios Nikolopoulos,Cycling Men's Sprint,Cycling,Silver
1896,Summer,GRE,86280,Stamatios Nikolopoulos,Cycling Men's 333 metres Time Trial,Cycling,Silver
1896,Summer,GRE,89416,Georgios D. Orfanidis,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Shooting,Silver
1896,Summer,GRE,89416,Georgios D. Orfanidis,"Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Gold
1896,Summer,GRE,91250,Georgios Saranti Papasideris,Athletics Men's Shot Put,Athletics,Bronze
1896,Summer,GRE,91355,Panagiotis Paraskevopoulos,Athletics Men's Discus Throw,Athletics,Silver
1896,Summer,GRE,91932,"Khios ""Konstantinos"" Paspatis",Tennis Men's Singles,Tennis,Bronze
1896,Summer,GRE,92301,Pavlos Pavlidis,"Shooting Men's Military Rifle, 200 metres",Shooting,Silver
1896,Summer,GRE,93091,Antonios Pepanos,Swimming Men's 500 metres Freestyle,Swimming,Silver
1896,Summer,GRE,93606,Ioannis Persakis,Athletics Men's Triple Jump,Athletics,Bronze
1896,Summer,GRE,93607,Petros Persakis,Gymnastics Men's Rings,Gymnastics,Bronze
1896,Summer,GRE,94075,Dimitrios Stephen Petrokokkinos,Tennis Men's Doubles,Tennis,Silver
1896,Summer,GRE,94715,Periklis Pierrakos-Mavromikhalis,"Fencing Men's Foil, Individual",Fencing,Bronze
1896,Summer,GRE,97712,"Leonidas ""Leon"" Pyrgos","Fencing Men's Foil, Masters, Individual",Fencing,Gold
1896,Summer,GRE,119585,Ioannis Theodoropoulos,Athletics Men's Pole Vault,Athletics,Bronze
1896,Summer,GRE,121920,Nikolaos Trikoupis,"Shooting Men's Military Rifle, 200 metres",Shooting,Bronze
1896,Summer,GRE,122329,Georgios Tsitas,"Wrestling Men's Unlimited Class, Greco-Roman",Wrestling,Silver
1896,Summer,GRE,125390,Kharilaos Vasilakos,Athletics Men's Marathon,Athletics,Silver
1896,Summer,GRE,126142,Sotirios Versis,"Weightlifting Men's Unlimited, Two Hands",Weightlifting,Bronze
1896,Summer,GRE,126142,Sotirios Versis,Athletics Men's Discus Throw,Athletics,Bronze
1896,Summer,GRE,127573,Athanasios Vouros,"Fencing Men's Foil, Individual",Fencing,Bronze
1896,Summer,GRE,131985,Thomas Xenakis,Gymnastics Men's Rope Climbing,Gymnastics,Silver
1896,Summer,HUN,25184,Nndor Dni,Athletics Men's 800 metres,Athletics,Silver
1896,Summer,HUN,44875,Alfrd (Arnold-) Hajs (Guttmann-),Swimming Men's 100 metres Freestyle,Swimming,Gold
1896,Summer,HUN,44875,Alfrd (Arnold-) Hajs (Guttmann-),"Swimming Men's 1,200 metres Freestyle",Swimming,Gold
1896,Summer,HUN,58546,Gyula Kellner,Athletics Men's Marathon,Athletics,Bronze
1896,Summer,HUN,117571,Alajos (Aljoz) Szokoly (-Szokol),Athletics Men's 100 metres,Athletics,Bronze
1896,Summer,HUN,118532,Momcsill Tapavicza,Tennis Men's Singles,Tennis,Bronze
1896,Summer,SUI,135481,"Jules Alexis ""Louis"" Zutter",Gymnastics Men's Horse Vault,Gymnastics,Silver
1896,Summer,SUI,135481,"Jules Alexis ""Louis"" Zutter",Gymnastics Men's Parallel Bars,Gymnastics,Silver
1896,Summer,SUI,135481,"Jules Alexis ""Louis"" Zutter",Gymnastics Men's Pommelled Horse,Gymnastics,Gold
1896,Summer,USA,12068,Arthur Charles Blake,"Athletics Men's 1,500 metres",Athletics,Silver
1896,Summer,USA,16616,"Thomas Edmund ""Tom"" Burke",Athletics Men's 100 metres,Athletics,Gold
1896,Summer,USA,16616,"Thomas Edmund ""Tom"" Burke",Athletics Men's 400 metres,Athletics,Gold
1896,Summer,USA,21795,Ellery Harding Clark,Athletics Men's High Jump,Athletics,Gold
1896,Summer,USA,21795,Ellery Harding Clark,Athletics Men's Long Jump,Athletics,Gold
1896,Summer,USA,22700,James Brendan Bennet Connolly,Athletics Men's High Jump,Athletics,Silver
1896,Summer,USA,22700,James Brendan Bennet Connolly,Athletics Men's Long Jump,Athletics,Bronze
1896,Summer,USA,22700,James Brendan Bennet Connolly,Athletics Men's Triple Jump,Athletics,Gold
1896,Summer,USA,24423,"Thomas Pelham ""Tom"" Curtis",Athletics Men's 110 metres Hurdles,Athletics,Gold
1896,Summer,USA,38860,"Robert ""Bob"" Garrett",Athletics Men's High Jump,Athletics,Silver
1896,Summer,USA,38860,"Robert ""Bob"" Garrett",Athletics Men's Long Jump,Athletics,Silver
1896,Summer,USA,38860,"Robert ""Bob"" Garrett",Athletics Men's Shot Put,Athletics,Gold
1896,Summer,USA,38860,"Robert ""Bob"" Garrett",Athletics Men's Discus Throw,Athletics,Gold
1896,Summer,USA,50399,"William Welles ""Bill"" Hoyt",Athletics Men's Pole Vault,Athletics,Gold
1896,Summer,USA,53542,Herbert Brotherson Jamison,Athletics Men's 400 metres,Athletics,Silver
1896,Summer,USA,66362,"Francis Adonijah ""Frank"" Lane",Athletics Men's 100 metres,Athletics,Bronze
1896,Summer,USA,90606,John Bryant Paine,"Shooting Men's Military Pistol, 25 metres",Shooting,Gold
1896,Summer,USA,90607,Sumner Paine,"Shooting Men's Free Pistol, 30 metres",Shooting,Gold
1896,Summer,USA,90607,Sumner Paine,"Shooting Men's Military Pistol, 25 metres",Shooting,Silver
1896,Summer,USA,122937,Albert Clinton Tyler,Athletics Men's Pole Vault,Athletics,Silver
1900,Summer,AUS,66363,"Frederick Claude Vivian ""Fred"" Lane",Swimming Men's 200 metres Freestyle,Swimming,Gold
1900,Summer,AUS,66363,"Frederick Claude Vivian ""Fred"" Lane",Swimming Men's 200 metres Obstacle Course,Swimming,Gold
1900,Summer,AUS,103047,"Stanley Rupert ""Stan"" Rowley",Athletics Men's 60 metres,Athletics,Bronze
1900,Summer,AUS,103047,"Stanley Rupert ""Stan"" Rowley",Athletics Men's 100 metres,Athletics,Bronze
1900,Summer,AUS,103047,"Stanley Rupert ""Stan"" Rowley",Athletics Men's 200 metres,Athletics,Bronze
1900,Summer,AUS,103047,"Stanley Rupert ""Stan"" Rowley","Athletics Men's 5,000 metres, Team",Athletics,Gold
1900,Summer,AUT,35801,"Siegfried Friedrich ""Fritz"" Flesch","Fencing Men's Sabre, Individual",Fencing,Bronze
1900,Summer,AUT,85325,Milan (Mihajlo) Nerali,"Fencing Men's Sabre, Masters, Individual",Fencing,Bronze
1900,Summer,AUT,103182,Karl August Ruberl,Swimming Men's 200 metres Freestyle,Swimming,Bronze
1900,Summer,AUT,103182,Karl August Ruberl,Swimming Men's 200 metres Backstroke,Swimming,Silver
1900,Summer,AUT,127950,Otto Wahle,"Swimming Men's 1,000 metres Freestyle",Swimming,Silver
1900,Summer,AUT,127950,Otto Wahle,Swimming Men's 200 metres Obstacle Course,Swimming,Silver
1900,Summer,BEL,15689,Prospre Bruggeman,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,22263,Henri Cohen,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,25899,Jean De Backer,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,25918,Victor De Behr,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,25931,Jules Maria Adolphe Henri De Bisschop,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,26051,Oscar De Cock,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,26670,Oscar Charles de Somville,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,27218,Albert Delbecque,Football Men's Football,Football,Bronze
1900,Summer,BEL,30112,"Druart, Jr.",Archery Men's Sur La Perche a La Herse,Archery,Silver
1900,Summer,BEL,35117,Fernand Feyaerts,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,36505,Emmanuel Foulon,Archery Men's Sur La Perche a La Herse,Archery,Gold
1900,Summer,BEL,40778,Louis Edouard Albert Glineur,Archery Men's Sur La Perche a La Pyramide,Archery,Bronze
1900,Summer,BEL,42717,"Oscar Grgoire, Jr.",Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,44248,Ren Guyot,Shooting Men's Trap,Shooting,Silver
1900,Summer,BEL,44637,Aim Joseph Haegeman,"Equestrianism Mixed Jumping, Individual",Equestrianism,Gold
1900,Summer,BEL,47514,Maurice Constant Maria Hemelsoet,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,58471,Raul Kelecom,Football Men's Football,Football,Bronze
1900,Summer,BEL,67659,Marcel Leboutte,Football Men's Football,Football,Bronze
1900,Summer,BEL,71187,Lucien Jean Londot,Football Men's Football,Football,Bronze
1900,Summer,BEL,79376,Albert Michant,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,81896,Ernest Marie Eugne Adolphe Moreau de Melen,Football Men's Football,Football,Bronze
1900,Summer,BEL,84123,Georges Lambert Casimir Nagelmackers,Equestrianism Mixed Four-In-Hand Competition,Equestrianism,Gold
1900,Summer,BEL,85040,Edmond Neefs,Football Men's Football,Football,Bronze
1900,Summer,BEL,87978,Frank Olof Odberg,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,92232,Charles Paumier du Vergier,"Shooting Men's Free Rifle, Standing, 300 metres",Shooting,Bronze
1900,Summer,BEL,92824,Georges Pelgrims,Football Men's Football,Football,Bronze
1900,Summer,BEL,99984,Alphonse Renier,Football Men's Football,Football,Bronze
1900,Summer,BEL,102274,Georges Romas,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,108850,Guillaume Sron,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,113183,Victor Jean Marie Sonnemans,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,113669,mile Hilaire Spannoghe,Football Men's Football,Football,Bronze
1900,Summer,BEL,123394,A. R. Upton,Water Polo Men's Water Polo,Water Polo,Silver
1900,Summer,BEL,124156,Paul Van Asbroeck,"Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Bronze
1900,Summer,BEL,124231,Marcel Lucien Charles Van Crombrugge,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,124435,Georges Van Der Poele,"Equestrianism Mixed Jumping, Individual",Equestrianism,Silver
1900,Summer,BEL,124435,Georges Van Der Poele,Equestrianism Mixed High Jump,Equestrianism,Bronze
1900,Summer,BEL,124694,Gerard Theodor Hubert Van Innis,"Archery Men's Au Chapelet, 33 metres",Archery,Gold
1900,Summer,BEL,124694,Gerard Theodor Hubert Van Innis,"Archery Men's Au Cordon Dore, 33 metres",Archery,Gold
1900,Summer,BEL,124694,Gerard Theodor Hubert Van Innis,"Archery Men's Au Cordon Dore, 50 metres",Archery,Silver
1900,Summer,BEL,124694,Gerard Theodor Hubert Van Innis,Archery Men's Championnat Du Monde,Archery,Silver
1900,Summer,BEL,124730,Alfred Van Landeghem,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BEL,124737,Constant Octave Van Langhendonck,Equestrianism Mixed Long Jump,Equestrianism,Gold
1900,Summer,BEL,125969,Maurice Justin Verdonck,Rowing Men's Coxed Eights,Rowing,Silver
1900,Summer,BOH,53583,Frantiek Janda-Suk,Athletics Men's Discus Throw,Athletics,Silver
1900,Summer,BOH,102589,"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)",Tennis Women's Singles,Tennis,Bronze
1900,Summer,BOH,102589,"Hedwiga Rosenbaumov (Austerlitz-, -Raabe)",Tennis Mixed Doubles,Tennis,Bronze
1900,Summer,CAN,89626,George Washington F. Orton,Athletics Men's 400 metres Hurdles,Athletics,Bronze
1900,Summer,CAN,89626,George Washington F. Orton,"Athletics Men's 2,500 metres Steeplechase",Athletics,Gold
1900,Summer,COL,47727,Francis Henriquez de Zubira,Tug-Of-War Men's Tug-Of-War,Tug-Of-War,Silver
1900,Summer,CUB,36144,Ramn Fonst Segundo,"Fencing Men's epee, Individual",Fencing,Gold
1900,Summer,CUB,36144,Ramn Fonst Segundo,"Fencing Men's epee, Masters and Amateurs, Individual",Fencing,Silver
1900,Summer,DEN,4,Edgar Lindenau Aabye,Tug-Of-War Men's Tug-Of-War,Tug-Of-War,Gold
1900,Summer,DEN,72609,Peder Rudolph Lykkeberg,Swimming Men's Underwater Swimming,Swimming,Bronze
1900,Summer,DEN,73260,Lars Jrgen Madsen,"Shooting Men's Free Rifle, Standing, 300 metres",Shooting,Gold
1900,Summer,DEN,85949,Anders Peter Nielsen,"Shooting Men's Free Rifle, Three Positions, 300 metres",Shooting,Silver
1900,Summer,DEN,85949,Anders Peter Nielsen,"Shooting Men's Free Rifle, Kneeling, 300 metres",Shooting,Silver
1900,Summer,DEN,85949,Anders Peter Nielsen,"Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Silver
1900,Summer,DEN,107090,Eugen Stahl Schmidt,Tug-Of-War Men's Tug-Of-War,Tug-Of-War,Gold
1900,Summer,DEN,107662,Ernst Ludwig Emanuel Schultz,Athletics Men's 400 metres,Athletics,Bronze
1900,Summer,DEN,130945,Charles Gustav Wilhelm Winckler,Tug-Of-War Men's Tug-Of-War,Tug-Of-War,Gold
1900,Summer,ESP,25866,Jos de Amzola y Aspiza,Basque Pelota Men's Two-Man Teams With Cesta,Basque Pelota,Gold
1900,Summer,ESP,126675,Francisco Villota y Baquiola,Basque Pelota Men's Two-Man Teams With Cesta,Basque Pelota,Gold
1900,Summer,FRA,1538,Vladimir Atoff,Rugby Men's Rugby,Rugby,Gold
1900,Summer,FRA,2316,A. Albert,Rugby Men's Rugby,Rugby,Gold
1900,Summer,FRA,2317,Auguste Albert,Sailing Mixed 1-2 Ton,Sailing,Silver
1900,Summer,FRA,2317,Auguste Albert,Sailing Mixed 1-2 Ton,Sailing,Bronze
1900,Summer,FRA,2829,Richard Louis Pierre Allemane,Football Men's Football,Football,Silver
1900,Summer,FRA,4914,Archenoul,Equestrianism Mixed Hacks And Hunter Combined,Equestrianism,Silver
1900,Summer,FRA,5871,"William Dunbar ""Willie"" Attrill",Cricket Men's Cricket,Cricket,Silver
1900,Summer,FRA,5959,Louis Albert Auguste-Dormeuil (Dormeuil-),Sailing Mixed 0.5-1 Ton,Sailing,Gold
1900,Summer,FRA,5989,Gaston Achille Louis Aumoitte,"Croquet Mixed Singles, One Ball",Croquet,Gold
1900,Summer,FRA,5989,Gaston Achille Louis Aumoitte,Croquet Mixed Doubles,Croquet,Gold
1900,Summer,FRA,6211,Albert Jean Louis Ayat,"Fencing Men's epee, Masters, Individual",Fencing,Gold
1900,Summer,FRA,6211,Albert Jean Louis Ayat,"Fencing Men's epee, Masters and Amateurs, Individual",Fencing,Gold
1900,Summer,FRA,6510,Louis Dsir Bach,Football Men's Football,Football,Silver
1900,Summer,FRA,8065,Hermann Joseph Barrelet,Rowing Men's Single Sculls,Rowing,Gold
1900,Summer,FRA,8399,"Franois ""Nol"" Bas",Gymnastics Men's Individual All-Around,Gymnastics,Silver
1900,Summer,FRA,8484,Denis Raymond Basset,Tug-Of-War Men's Tug-Of-War,Tug-Of-War,Silver
1900,Summer,FRA,8513,Louis Bastien,Cycling Men's 25 kilometres,Cycling,Gold
1900,Summer,FRA,8683,Jacques Baudrier,Sailing Mixed 0.5-1 Ton,Sailing,Silver
1900,Summer,FRA,8683,Jacques Baudrier,Sailing Mixed 0.5-1 Ton,Sailing,Bronze
1900,Summer,FRA,8683,Jacques Baudrier,Sailing Mixed 1-2 Ton,Sailing,Bronze
1900,Summer,FRA,8684,Lucien Alexandre Baudrier,Sailing Mixed 1-2 Ton,Sailing,Bronze
1900,Summer,FRA,10920,J. Bertrand,Swimming Men's 200 metres Team Swimming,Swimming,Silver
1900,Summer,FRA,11514,Franois Alexandre mile Billard,Sailing Mixed 10-20 Ton,Sailing,Gold
1900,Summer,FRA,11634,Lon Binoche,Rugby Men's Rugby,Rugby,Gold
1900,Summer,FRA,12115,Gaston Frdric Blanchy,Sailing Mixed 2-3 Ton,Sailing,Gold
1900,Summer,FRA,12115,Gaston Frdric Blanchy,Sailing Mixed 2-3 Ton,Sailing,Gold
1900,Summer,FRA,12293,Alfred Bloch,Football Men's Football,Football,Silver
1900,Summer,FRA,13957,Jules Henri Bouckaert,Rowing Men's Coxed Fours,Rowing,Gold
1900,Summer,FRA,13995,Gilbert Bougnol,"Fencing Men's epee, Masters, Individual",Fencing,Silver
1900,Summer,FRA,14037,Marcel Jacques Amand Romain Boulenger,"Fencing Men's Foil, Individual",Fencing,Bronze
1900,Summer,FRA,17228,Victor Antoine Jules Cadet,Swimming Men's 200 metres Team Swimming,Swimming,Silver
1900,Summer,FRA,17308,Gaston Cailleux,Sailing Mixed 0-0.5 Ton,Sailing,Bronze
1900,Summer,FRA,17609,Camelin,Water Polo Men's Water Polo,Water Polo,Bronze
1900,Summer,FRA,17893,Fernand mile Canelle,Football Men's Football,Football,Silver
1900,Summer,FRA,18879,Andr Castanet,"Athletics Men's 5,000 metres, Team",Athletics,Silver
1900,Summer,FRA,19094,Jean Baptiste Albert Joseph Cau,Rowing Men's Coxed Fours,Rowing,Gold
1900,Summer,FRA,19115,Auguste Baptiste Cavadini,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Shooting,Bronze
1900,Summer,FRA,19658,mile Julien Champion,Athletics Men's Marathon,Athletics,Silver
1900,Summer,FRA,19661,Albert Alphonse Champoudry,"Athletics Men's 5,000 metres, Team",Athletics,Silver
1900,Summer,FRA,19874,Jean-Baptiste tienne August Charcot,Sailing Mixed 0-0.5 Ton,Sailing,Silver
