Year,Season,NOC,id_athlete,Name,Event,Sport,Medal
1928,Summer,EST,33707,Georg R. Faehlmann,Sailing Mixed 6 metres,Sailing,Bronze
1928,Summer,EST,57352,Osvald (-Oswald) Kpp,"Wrestling Men's Lightweight, Freestyle",Wrestling,Gold
1928,Summer,EST,65251,Albert Eduard Kusnets,"Wrestling Men's Middleweight, Greco-Roman",Wrestling,Bronze
1928,Summer,EST,72131,Arnold Luhar,Weightlifting Men's Heavyweight,Weightlifting,Silver
1928,Summer,EST,123992,Voldemar Vli,"Wrestling Men's Featherweight, Greco-Roman",Wrestling,Gold
1928,Summer,EST,125699,Nikolai Vekin,Sailing Mixed 6 metres,Sailing,Bronze
1928,Summer,EST,127034,Eberhard Konrad Roman Vogdt,Sailing Mixed 6 metres,Sailing,Bronze
1928,Summer,EST,127443,William von Wirn,Sailing Mixed 6 metres,Sailing,Bronze
1928,Summer,FIN,3768,Ove Andersen,"Athletics Men's 3,000 metres Steeplechase",Athletics,Bronze
1928,Summer,FIN,15319,Bertel Axel Hjalmar Broman,Sailing Mixed One Person Dinghy,Sailing,Bronze
1928,Summer,FIN,44498,Arvo Jaakko Haavisto,"Wrestling Men's Welterweight, Freestyle",Wrestling,Gold
1928,Summer,FIN,53958,Akilles Eero Johannes Jrvinen,Athletics Men's Decathlon,Athletics,Silver
1928,Summer,FIN,60953,Lauri Antero Kivi,Athletics Men's Discus Throw,Athletics,Silver
1928,Summer,FIN,62088,Vin Anselmi Kokkinen,"Wrestling Men's Middleweight, Greco-Roman",Wrestling,Gold
1928,Summer,FIN,66929,"Harry Edvin ""Harri"" Larva (Lagerstrm-)","Athletics Men's 1,500 metres",Athletics,Gold
1928,Summer,FIN,68501,Eino Aukusti Leino,"Wrestling Men's Lightweight, Freestyle",Wrestling,Bronze
1928,Summer,FIN,71686,Toivo Aarne Loukola,"Athletics Men's 3,000 metres Steeplechase",Athletics,Gold
1928,Summer,FIN,73879,Kaarlo Edvin Mkinen,"Wrestling Men's Bantamweight, Freestyle",Wrestling,Gold
1928,Summer,FIN,75950,Martti Bertil Marttelin,Athletics Men's Marathon,Athletics,Bronze
1928,Summer,FIN,87390,Paavo Johannes Nurmi,"Athletics Men's 5,000 metres",Athletics,Silver
1928,Summer,FIN,87390,Paavo Johannes Nurmi,"Athletics Men's 10,000 metres",Athletics,Gold
1928,Summer,FIN,87390,Paavo Johannes Nurmi,"Athletics Men's 3,000 metres Steeplechase",Athletics,Silver
1928,Summer,FIN,87570,Hjalmar Eemil Nystrm,"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Silver
1928,Summer,FIN,92883,Onni Wilhelm Pellinen,"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Bronze
1928,Summer,FIN,94813,Kustaa Kustaanpoika Pihlajamki,"Wrestling Men's Featherweight, Freestyle",Wrestling,Silver
1928,Summer,FIN,97590,Eino Alfred Purje (Borg-),"Athletics Men's 1,500 metres",Athletics,Bronze
1928,Summer,FIN,101050,"Viljo Eino ""Ville"" Ritola (Koukkari-)","Athletics Men's 5,000 metres",Athletics,Gold
1928,Summer,FIN,101050,"Viljo Eino ""Ville"" Ritola (Koukkari-)","Athletics Men's 10,000 metres",Athletics,Silver
1928,Summer,FIN,106296,Heikki Ilmari Savolainen,Gymnastics Men's Pommelled Horse,Gymnastics,Bronze
1928,Summer,FIN,110389,Aukusti Sihvola,"Wrestling Men's Heavyweight, Freestyle",Wrestling,Silver
1928,Summer,FIN,122875,"Vilho Immanuel ""Ville"" Tuulos",Athletics Men's Triple Jump,Athletics,Bronze
1928,Summer,FIN,129828,Edvard Vilhelm Westerlund,"Wrestling Men's Lightweight, Greco-Roman",Wrestling,Bronze
1928,Summer,FIN,133284,Paavo Ilmari Yrjl,Athletics Men's Decathlon,Athletics,Gold
1928,Summer,FRA,3544,Gaston Marcel Amson,"Fencing Men's epee, Team",Fencing,Silver
1928,Summer,FRA,4688,"Hermann ""Armand"" Apell",Boxing Men's Flyweight,Boxing,Silver
1928,Summer,FRA,5242,Fernand Clment Arnout,Weightlifting Men's Lightweight,Weightlifting,Bronze
1928,Summer,FRA,7750,Ren Barbier,"Fencing Men's epee, Team",Fencing,Silver
1928,Summer,FRA,9073,Roger Joseph Edmond Beaufrand,Cycling Men's Sprint,Cycling,Gold
1928,Summer,FRA,10913,Pierre Louis Marie Bertran de Balanda,"Equestrianism Men's Jumping, Individual",Equestrianism,Silver
1928,Summer,FRA,13931,Donatien Antonin Marie Bouch,Sailing Mixed 8 metres,Sailing,Gold
1928,Summer,FRA,16018,"Georges Eugne William ""Go"" Buchard","Fencing Men's epee, Individual",Fencing,Silver
1928,Summer,FRA,16018,"Georges Eugne William ""Go"" Buchard","Fencing Men's epee, Team",Fencing,Silver
1928,Summer,FRA,16397,mile Joseph Bulteel,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,19087,Philippe Louis Eugne Cattiau,"Fencing Men's Foil, Team",Fencing,Silver
1928,Summer,FRA,23124,mile Albert Yvon Cornic,"Fencing Men's epee, Team",Fencing,Silver
1928,Summer,FRA,24473,Henri Gaspard Cuvelier,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,25091,Edmond Dame,"Wrestling Men's Heavyweight, Freestyle",Wrestling,Bronze
1928,Summer,FRA,26302,Carl Marie Paul Blanchet de la Sablire,Sailing Mixed 8 metres,Sailing,Gold
1928,Summer,FRA,27747,Andr Louis Marie Derrien,Sailing Mixed 8 metres,Sailing,Gold
1928,Summer,FRA,30361,Roger Franois Ducret,"Fencing Men's Foil, Team",Fencing,Silver
1928,Summer,FRA,30506,Paul Lon Auguste Louis Joseph Dujardin,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,31900,Ahmed Muhammad Boughera El Ouafi,Athletics Men's Marathon,Athletics,Gold
1928,Summer,FRA,35694,Raymond Mathieu Pierre Flacher,"Fencing Men's Foil, Team",Fencing,Silver
1928,Summer,FRA,36714,Joseph Roger Franois,Weightlifting Men's Middleweight,Weightlifting,Gold
1928,Summer,FRA,37793,Andr Gaboriaud,"Fencing Men's Foil, Team",Fencing,Silver
1928,Summer,FRA,39076,Lucien Alphonse Paul Gaudin,"Fencing Men's Foil, Individual",Fencing,Gold
1928,Summer,FRA,39076,Lucien Alphonse Paul Gaudin,"Fencing Men's Foil, Team",Fencing,Silver
1928,Summer,FRA,39076,Lucien Alphonse Paul Gaudin,"Fencing Men's epee, Individual",Fencing,Gold
1928,Summer,FRA,47903,Virginie Claire Dsire Marie Hriot,Sailing Mixed 8 metres,Sailing,Gold
1928,Summer,FRA,50178,Louis Hostin,Weightlifting Men's Light-Heavyweight,Weightlifting,Silver
1928,Summer,FRA,58421,Jules Keignaert,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,65647,Andr Labatut,"Fencing Men's Foil, Team",Fencing,Silver
1928,Summer,FRA,65797,Jules Ladoumgue,"Athletics Men's 1,500 metres",Athletics,Silver
1928,Summer,FRA,66147,Georges Jacques Lambert,"Art Competitions Mixed Architecture, Designs For Town Planning",Art Competitions,Silver
1928,Summer,FRA,66147,Georges Jacques Lambert,"Art Competitions Mixed Architecture, Architectural Designs",Art Competitions,Bronze
1928,Summer,FRA,66323,Paul Maximilien Landowski,"Art Competitions Mixed Sculpturing, Statues",Art Competitions,Gold
1928,Summer,FRA,68264,Henri Charles Lefbvre,"Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Bronze
1928,Summer,FRA,68947,Andr Paul Henri Nol Lesauvage,Sailing Mixed 8 metres,Sailing,Gold
1928,Summer,FRA,68966,Jean Lesieur,Sailing Mixed 8 metres,Sailing,Gold
1928,Summer,FRA,74751,Armand douard Charles  Marcelle,Rowing Men's Coxed Pairs,Rowing,Silver
1928,Summer,FRA,74752,douard Charles Georges  Marcelle,Rowing Men's Coxed Pairs,Rowing,Silver
1928,Summer,FRA,75117,Charles Lonce Pierre Marion,"Equestrianism Men's Dressage, Individual",Equestrianism,Silver
1928,Summer,FRA,76206,Armand mile Nicolas Massard,"Fencing Men's epee, Team",Fencing,Silver
1928,Summer,FRA,78566,Arsne Claude Mnard,Athletics Men's High Jump,Athletics,Bronze
1928,Summer,FRA,90453,Charles Bnoni Louis Pacme,"Wrestling Men's Lightweight, Freestyle",Wrestling,Silver
1928,Summer,FRA,90497,"Henri Antoine Padou, Sr.",Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,96803,Henri Camille Praux,Rowing Men's Coxed Pairs,Rowing,Silver
1928,Summer,FRA,101976,Ernest Clovis Rogez,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,107025,Bernard Jules Robert Schmetz,"Fencing Men's epee, Team",Fencing,Silver
1928,Summer,FRA,119623,Albert Marius Thvenon,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,121896,Achille Charles Marcel Tribouillet,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,125069,Albert Dsir Vandeplancke,Water Polo Men's Water Polo,Water Polo,Bronze
1928,Summer,FRA,126788,"Alexandre ""Alex"" Virot","Art Competitions Mixed Painting, Drawings And Water Colors",Art Competitions,Silver
1928,Summer,GBR,6651,"John Charles ""Felix"" Badcock",Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,9356,Richard Beesly,Rowing Men's Coxless Fours,Rowing,Gold
1928,Summer,GBR,10345,Jack Beresford,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,11108,Edward Vaughan Bevan,Rowing Men's Coxless Fours,Rowing,Gold
1928,Summer,GBR,15212,Annie Broadbent,Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,16557,David George Brownlow Cecil Burghley,Athletics Men's 400 metres Hurdles,Athletics,Gold
1928,Summer,GBR,19632,Ernest Henry Chambers,"Cycling Men's Tandem Sprint, 2,000 metres",Cycling,Silver
1928,Summer,GBR,22412,Theodore David Anthony Collet,Rowing Men's Single Sculls,Rowing,Bronze
1928,Summer,GBR,22942,Margaret Joyce Cooper (-Badcock),Swimming Women's 100 metres Freestyle,Swimming,Bronze
1928,Summer,GBR,22942,Margaret Joyce Cooper (-Badcock),Swimming Women's 4 x 100 metres Freestyle Relay,Swimming,Silver
1928,Summer,GBR,22942,Margaret Joyce Cooper (-Badcock),Swimming Women's 100 metres Backstroke,Swimming,Bronze
1928,Summer,GBR,27823,Lucy Elizabeth Desmond,Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,36993,Muriel Bolton Freeman (Smalley-),"Fencing Women's Foil, Individual",Fencing,Silver
1928,Summer,GBR,40318,Cyril William Gill,Athletics Men's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GBR,41177,Donald Herbert Louis Gollan,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,45283,"James ""Jamie"" Hamilton",Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,46286,Margaret Boulton Hartley (-Cobb),Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,53315,Amy Crossley Jagger (-Fisher),Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,56195,"Isabel Rose Mercy ""Queenie"" Judd (-Heritage)",Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,59739,Gordon Cecil Killick,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,60480,"Ellen Elizabeth King (-McPhearson, -Pearson)",Swimming Women's 4 x 100 metres Freestyle Relay,Swimming,Silver
1928,Summer,GBR,60480,"Ellen Elizabeth King (-McPhearson, -Pearson)",Swimming Women's 100 metres Backstroke,Swimming,Silver
1928,Summer,GBR,60921,"Jessie Theresa Kite (Webb-, -Woods)",Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,61502,Laura Knight (Johnson-),"Art Competitions Mixed Painting, Paintings",Art Competitions,Silver
1928,Summer,GBR,66301,John Gerard Heath Lander,Rowing Men's Coxless Fours,Rowing,Gold
1928,Summer,GBR,66364,Harold Mansfield Lane,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,67178,"John Jacob ""Jack"" Lauterwasser","Cycling Men's Road Race, Team",Cycling,Silver
1928,Summer,GBR,71186,"John Edward ""Jack"" London",Athletics Men's 100 metres,Athletics,Silver
1928,Summer,GBR,71186,"John Edward ""Jack"" London",Athletics Men's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GBR,71791,Douglas Gordon Arthur Lowe,Athletics Men's 800 metres,Athletics,Gold
1928,Summer,GBR,75401,Charles Marshall,"Cycling Men's Road Race, Team",Cycling,Silver
1928,Summer,GBR,79480,John Kenneth Middleton,"Cycling Men's Road Race, Team",Cycling,Silver
1928,Summer,GBR,81939,"Marjorie Daisy Norton ""Midge"" Moreman (-Jenner)",Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,85838,William Newzam Prior Nicholson,"Art Competitions Mixed Painting, Graphic Arts",Art Competitions,Gold
1928,Summer,GBR,85842,Guy Oliver Nickalls,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,86482,"Robert Archibald ""Archie"" Nisbet",Rowing Men's Coxless Pairs,Rowing,Silver
1928,Summer,GBR,87680,Terence Noel O'Brien,Rowing Men's Coxless Pairs,Rowing,Silver
1928,Summer,GBR,94637,Edith Carrie Pickles (-Pollard),Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,98059,"Samuel ""Sam"" Rabin (Rabinovitch)","Wrestling Men's Middleweight, Freestyle",Wrestling,Bronze
1928,Summer,GBR,98861,Walter Rangeley,Athletics Men's 200 metres,Athletics,Silver
1928,Summer,GBR,98861,Walter Rangeley,Athletics Men's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GBR,109029,Ethel Seymour,Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,110141,"John Ephraim ""Jack"" Sibbit","Cycling Men's Tandem Sprint, 2,000 metres",Cycling,Silver
1928,Summer,GBR,112170,Ada Smith (-Miga),Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,112280,Hilda Smith (-Williams),Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,112495,"Edward Ralph ""Teddy"" Smouha",Athletics Men's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GBR,113467,William Frank Southall,"Cycling Men's Road Race, Individual",Cycling,Silver
1928,Summer,GBR,113467,William Frank Southall,"Cycling Men's Road Race, Team",Cycling,Silver
1928,Summer,GBR,113468,"Montford George ""Monty"" Southall","Cycling Men's Team Pursuit, 4,000 metres",Cycling,Bronze
1928,Summer,GBR,115135,"Sarah Gillow Marshall ""Cissie"" Stewart (-Hunt)",Swimming Women's 4 x 100 metres Freestyle Relay,Swimming,Silver
1928,Summer,GBR,116354,Arthur Lindsay Sulley,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,118490,"Iris Vera Tanner (-Murrell, -Curran)",Swimming Women's 4 x 100 metres Freestyle Relay,Swimming,Silver
1928,Summer,GBR,128803,Michael Henry Warriner,Rowing Men's Coxless Fours,Rowing,Gold
1928,Summer,GBR,129767,Harold E. West,Rowing Men's Coxed Eights,Rowing,Silver
1928,Summer,GBR,131539,Doris Woods,Gymnastics Women's Team All-Around,Gymnastics,Bronze
1928,Summer,GBR,131931,"Frederick Henry ""Harry"" Wyld","Cycling Men's Team Pursuit, 4,000 metres",Cycling,Bronze
1928,Summer,GBR,131932,"Lewis Arthur ""Lew"" Wyld","Cycling Men's Team Pursuit, 4,000 metres",Cycling,Bronze
1928,Summer,GBR,131933,Percy Wyld,"Cycling Men's Team Pursuit, 4,000 metres",Cycling,Bronze
1928,Summer,GER,3289,Max Amann,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,6837,Karl Bhre,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,10008,Emil Benecke,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,10744,Hans Bernhardt,"Cycling Men's Tandem Sprint, 2,000 metres",Cycling,Bronze
1928,Summer,GER,11599,Rudolf Georg Binding,"Art Competitions Mixed Literature, Lyric Works",Art Competitions,Silver
1928,Summer,GER,12157,Johann Blank,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,12526,"Bruno ""Benno"" Boche",Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,15804,Georg Brunner,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,16059,"Joachim ""Jochen"" Bchner",Athletics Men's 400 metres,Athletics,Bronze
1928,Summer,GER,18828,Erwin Casmir,"Fencing Men's Foil, Individual",Fencing,Silver
1928,Summer,GER,23041,Otto Cordes,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,23233,Richard Corts,Athletics Men's 4 x 100 metres Relay,Athletics,Silver
1928,Summer,GER,32631,Hermann Engelhard,Athletics Men's 800 metres,Athletics,Bronze
1928,Summer,GER,32631,Hermann Engelhard,Athletics Men's 4 x 400 metres Relay,Athletics,Silver
1928,Summer,GER,34510,"Maximilian ""Max"" Feldbauer","Art Competitions Mixed Painting, Graphic Arts",Art Competitions,Bronze
1928,Summer,GER,36007,Curt Heinz Foerstendorf,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,36826,Erwin Franzkowiak,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,37028,Carl-Friedrich Freiherr von Langen-Parow,"Equestrianism Men's Dressage, Individual",Equestrianism,Gold
1928,Summer,GER,37028,Carl-Friedrich Freiherr von Langen-Parow,"Equestrianism Men's Dressage, Team",Equestrianism,Gold
1928,Summer,GER,37133,Friedrich Wilhelm Werner Freyberg,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,39350,Georg Gehring,"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Bronze
1928,Summer,GER,43929,"Fritz ""Itze"" Gunst",Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,44434,"Theodor ""Theo"" Haag",Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,46686,Hans Heinrich Haumann,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,46728,Kurt Karl Haverbeck,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,47375,Kurt Helbig,Weightlifting Men's Lightweight,Weightlifting,Gold
1928,Summer,GER,47767,Alfred Hensel,"Art Competitions Mixed Architecture, Designs For Town Planning",Art Competitions,Gold
1928,Summer,GER,48373,Aribert Joachim Leonard Heymann,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,48818,Emil Hirschfeld,Athletics Men's Shot Put,Athletics,Bronze
1928,Summer,GER,48979,Herbert Hobein,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,49326,"Anna Ella Amalie ""Anni"" Holdmann (-Wierth)",Athletics Women's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GER,49955,"Friedrich ""Fritz"" Horn",Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,50208,Hubert Houben,Athletics Men's 4 x 100 metres Relay,Athletics,Silver
1928,Summer,GER,52366,Karl-Heinz George Ludwig Kurt Irmer,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,56328,"Helene ""Leni"" Junker (-Thymm)",Athletics Women's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GER,56657,Helmut Kahl,Modern Pentathlon Men's Individual,Modern Pentathlon,Bronze
1928,Summer,GER,58550,"Rosina ""Rosa"" Kellner (-Schimpfauer)",Athletics Women's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GER,58625,Herbert Erich Kemmer,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,61184,Walther Klemm,"Art Competitions Mixed Painting, Paintings",Art Competitions,Bronze
1928,Summer,GER,62830,Helmut Krnig,Athletics Men's 200 metres,Athletics,Bronze
1928,Summer,GER,62830,Helmut Krnig,Athletics Men's 4 x 100 metres Relay,Athletics,Silver
1928,Summer,GER,63198,"Karl Kther, Sr.","Cycling Men's Tandem Sprint, 2,000 metres",Cycling,Bronze
1928,Summer,GER,63923,Richard Krebs,Athletics Men's 4 x 400 metres Relay,Athletics,Silver
1928,Summer,GER,65810,"Josef Maximilian ""Max"" Laeuger","Art Competitions Mixed Architecture, Designs For Town Planning",Art Competitions,Bronze
1928,Summer,GER,66212,Georg Lammers,Athletics Men's 100 metres,Athletics,Bronze
1928,Summer,GER,66212,Georg Lammers,Athletics Men's 4 x 100 metres Relay,Athletics,Silver
1928,Summer,GER,69065,Kurt Leucht,"Wrestling Men's Bantamweight, Greco-Roman",Wrestling,Gold
1928,Summer,GER,70334,Hermann Linkenbach,"Equestrianism Men's Dressage, Team",Equestrianism,Gold
1928,Summer,GER,76981,Helene Mayer (-Falkner von Sonnenburg),"Fencing Women's Foil, Individual",Fencing,Gold
1928,Summer,GER,80841,Kurt Moeschter,Rowing Men's Coxless Pairs,Rowing,Gold
1928,Summer,GER,82910,"Charlotte ""Lotte"" Mhe (-Eschrich)",Swimming Women's 200 metres Breaststroke,Swimming,Bronze
1928,Summer,GER,83047,Bruno Mller,Rowing Men's Coxless Pairs,Rowing,Gold
1928,Summer,GER,83082,Herbert Mller,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,85466,Bruno Neumann,"Equestrianism Men's Three-Day Event, Individual",Equestrianism,Bronze
1928,Summer,GER,85476,Otto Neumann,Athletics Men's 4 x 400 metres Relay,Athletics,Silver
1928,Summer,GER,88064,Olga Oelkers (Caragioff-),"Fencing Women's Foil, Individual",Fencing,Bronze
1928,Summer,GER,95215,Ernst Anton Pistulla,Boxing Men's Light-Heavyweight,Boxing,Silver
1928,Summer,GER,97136,Werner Proft,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,98120,Fritz Albert Erich Rademacher,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,98120,Fritz Albert Erich Rademacher,Swimming Men's 200 metres Breaststroke,Swimming,Silver
1928,Summer,GER,98121,Joachim Rademacher,Water Polo Men's Water Polo,Water Polo,Gold
1928,Summer,GER,98162,"Karoline ""Lina"" Radke-Batschauer",Athletics Women's 800 metres,Athletics,Gold
1928,Summer,GER,100715,Adolf Rieger,"Wrestling Men's Light-Heavyweight, Greco-Roman",Wrestling,Silver
1928,Summer,GER,106612,Edwin Paul Scharff,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Art Competitions,Bronze
1928,Summer,GER,107112,"Helene Hermine ""Leni"" Schmidt (-Fischer)",Athletics Women's 4 x 100 metres Relay,Athletics,Bronze
1928,Summer,GER,107481,"Hildegard ""Hilde"" Schrader (-Lux)",Swimming Women's 200 metres Breaststroke,Swimming,Gold
1928,Summer,GER,111317,Rene (Renate Alice-) Sintenis (-Weiss),"Art Competitions Mixed Sculpturing, Statues",Art Competitions,Bronze
1928,Summer,GER,113804,"Georg Eduard ""Ede"" Sperling","Wrestling Men's Lightweight, Greco-Roman",Wrestling,Silver
1928,Summer,GER,115529,"Werner ""Harry"" Storz",Athletics Men's 4 x 400 metres Relay,Athletics,Silver
1928,Summer,GER,115661,Gerd Strantzen,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,115664,Josef Straberger,Weightlifting Men's Heavyweight,Weightlifting,Gold
1928,Summer,GER,127371,Eugen Johan Anton Freiherr von Lotzbeck,"Equestrianism Men's Dressage, Team",Equestrianism,Gold
1928,Summer,GER,129415,Ernst Wei,"Art Competitions Mixed Literature, Epic Works",Art Competitions,Silver
1928,Summer,GER,131374,Rolf Wollner,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,131382,"Johannes ""Hans"" Wlpert",Weightlifting Men's Featherweight,Weightlifting,Bronze
1928,Summer,GER,131393,Heinz Wltje,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,GER,133912,Bruno Erich Zander,Hockey Men's Hockey,Hockey,Bronze
1928,Summer,HAI,19065,Sylvio Paul Cator,Athletics Men's Long Jump,Athletics,Silver
1928,Summer,HUN,7684,Istvn Brny,Swimming Men's 100 metres Freestyle,Swimming,Silver
1928,Summer,HUN,8220,Istvn Barta (Berger),Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,38459,Jnos Garay,"Fencing Men's Sabre, Team",Fencing,Gold
1928,Summer,HUN,40834,Gyula Glykais,"Fencing Men's Sabre, Team",Fencing,Gold
1928,Summer,HUN,41244,Sndor Gombos,"Fencing Men's Sabre, Team",Fencing,Gold
1928,Summer,HUN,44926,Olivr Halassy (Haltmayer),Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,49676,Mrton Homonnai (Hlavacsek-),Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,52735,Sndor Ivdy,Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,58802,Lajos Keresztes,"Wrestling Men's Lightweight, Greco-Roman",Wrestling,Gold
1928,Summer,HUN,58895,Alajos Keser,Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,58896,Ferenc Keser,Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,61825,Antal Kocsis,Boxing Men's Flyweight,Boxing,Gold
1928,Summer,HUN,79282,Ferenc Mez (Grnfeld-),"Art Competitions Mixed Literature, Epic Works",Art Competitions,Gold
1928,Summer,HUN,91283,Lszl Papp,"Wrestling Men's Middleweight, Greco-Roman",Wrestling,Silver
1928,Summer,HUN,94202,Attila Petschauer,"Fencing Men's Sabre, Individual",Fencing,Silver
1928,Summer,HUN,94202,Attila Petschauer,"Fencing Men's Sabre, Team",Fencing,Gold
1928,Summer,HUN,98239,Jzsef Rdy,"Fencing Men's Sabre, Team",Fencing,Gold
1928,Summer,HUN,117496,Bla (Vojtech-) Szepes (Strauch-),Athletics Men's Javelin Throw,Athletics,Silver
1928,Summer,HUN,126158,Jzsef Vrtesy (Vrbel-),Water Polo Men's Water Polo,Water Polo,Silver
1928,Summer,HUN,127437,dn von Tersztynszky,"Fencing Men's Sabre, Individual",Fencing,Gold
1928,Summer,HUN,127437,dn von Tersztynszky,"Fencing Men's Sabre, Team",Fencing,Gold
1928,Summer,IND,2699,Shaukat Ali,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,2864,Richard James Allen,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,19716,Dhyan Chand Bais,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,39020,Michael Anthony Gateley,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,41710,"William James ""Willie"" Goodsir-Cullen",Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,45360,Leslie Charles Hammond,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,59150,"Feroz-ud-Din ""Feroze"" Khan",Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,75490,George Eric McCarthy Marthins,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,86987,"Richard Alexander ""Rex"" Norris",Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,95008,Broome Eric Pinniger,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,101590,Michael E. Rocque,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,108082,Frederick Stephen Seaman,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,111081,Jaipal Singh Munda,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IND,133554,Sayed Muhammad Yusuf,Hockey Men's Hockey,Hockey,Gold
1928,Summer,IRL,87848,"Patrick ""Pat"" O'Callaghan",Athletics Men's Hammer Throw,Athletics,Gold
1928,Summer,ITA,1192,Carlo Agostoni Faini,"Fencing Men's epee, Team",Fencing,Gold
